;ETF1;ETF2
06/08/2004;15.9;1.313
09/08/2004;15.9;1.313
10/08/2004;15.9;1.276
11/08/2004;15.5;1.239
12/08/2004;15.65;1.267
13/08/2004;15.6;1.267
16/08/2004;15.4;1.23
17/08/2004;15.7;1.294
18/08/2004;15.5;1.304
19/08/2004;15.9;1.377
20/08/2004;15.8;1.368
23/08/2004;15.75;1.377
24/08/2004;15.95;1.414
25/08/2004;17.15;1.414
26/08/2004;17.3;1.432
27/08/2004;16.85;1.432
30/08/2004;17.05;1.386
31/08/2004;17.05;1.423
01/09/2004;17.35;1.478
02/09/2004;17.8;1.469
03/09/2004;17.45;1.46
06/09/2004;17.8;1.478
07/09/2004;18.35;1.469
08/09/2004;18.1;1.45
09/09/2004;18.05;1.423
10/09/2004;18.15;1.441
13/09/2004;17.9;1.469
14/09/2004;18.05;1.469
15/09/2004;17.9;1.46
16/09/2004;18.45;1.469
17/09/2004;18.75;1.496
20/09/2004;18.65;1.524
21/09/2004;18.5;1.597
22/09/2004;18.45;1.561
23/09/2004;18.05;1.551
24/09/2004;17.65;1.551
27/09/2004;17.75;1.561
28/09/2004;17.8;1.533
29/09/2004;17.8;1.533
30/09/2004;17.75;1.551
01/10/2004;17.75;1.551
04/10/2004;18.5;1.57
05/10/2004;18.7;1.551
06/10/2004;18.35;1.542
07/10/2004;18.45;1.579
08/10/2004;18.2;1.579
11/10/2004;17.8;1.561
12/10/2004;18.05;1.561
13/10/2004;18.05;1.551
14/10/2004;17.85;1.524
15/10/2004;17.8;1.542
18/10/2004;17.75;1.542
19/10/2004;17.75;1.625
20/10/2004;17.5;1.606
21/10/2004;17.05;1.57
22/10/2004;17.05;1.57
25/10/2004;17.1;1.579
26/10/2004;17.2;1.606
27/10/2004;17.2;1.643
28/10/2004;17.7;1.662
29/10/2004;17.7;1.561
01/11/2004;17.55;1.533
02/11/2004;17.95;1.542
03/11/2004;18.4;1.551
04/11/2004;18.3;1.515
05/11/2004;18.4;1.515
08/11/2004;18.4;1.505
09/11/2004;18.4;1.551
10/11/2004;18.65;1.551
11/11/2004;18.8;1.616
12/11/2004;19.1;1.698
15/11/2004;19.8;1.707
16/11/2004;19.25;1.643
17/11/2004;19.6;1.652
18/11/2004;19.8;1.671
19/11/2004;20.1;1.634
22/11/2004;19.95;1.671
23/11/2004;20.05;1.689
24/11/2004;19.8;1.726
25/11/2004;19.8;1.689
26/11/2004;19.75;1.68
29/11/2004;19.5;1.726
30/11/2004;19.6;1.698
01/12/2004;19.6;1.68
02/12/2004;19.75;1.717
03/12/2004;19.9;1.689
06/12/2004;20;1.671
07/12/2004;20.1;1.643
08/12/2004;19.8;1.616
09/12/2004;19.55;1.606
10/12/2004;19.65;1.616
13/12/2004;19.5;1.57
14/12/2004;20.15;1.588
15/12/2004;20.05;1.616
16/12/2004;19.8;1.643
17/12/2004;20.1;1.643
20/12/2004;20.35;1.643
21/12/2004;20.5;1.662
22/12/2004;20.4;1.643
23/12/2004;20.35;1.662
24/12/2004;20.45;1.662
27/12/2004;20.45;1.662
28/12/2004;20.65;1.652
29/12/2004;20.75;1.726
30/12/2004;20.75;1.772
31/12/2004;20.8;1.763
03/01/2005;20.9;1.781
04/01/2005;20.65;1.859
05/01/2005;20.35;1.763
06/01/2005;20;1.772
07/01/2005;19.85;1.753
10/01/2005;19.75;1.799
11/01/2005;19.75;1.79
12/01/2005;19.5;1.753
13/01/2005;19.6;1.726
14/01/2005;19.4;1.689
17/01/2005;19.4;1.717
18/01/2005;19.55;1.753
19/01/2005;19.75;1.726
20/01/2005;19.6;1.735
21/01/2005;19.15;1.707
24/01/2005;18.55;1.68
25/01/2005;19.05;1.717
26/01/2005;19.25;1.717
27/01/2005;19.3;1.772
28/01/2005;19.6;1.753
31/01/2005;19.45;1.79
01/02/2005;19.5;1.753
02/02/2005;19.65;1.772
03/02/2005;19.75;1.781
04/02/2005;19.75;1.79
07/02/2005;19.9;1.808
08/02/2005;19.85;1.859
09/02/2005;19.85;1.859
10/02/2005;19.85;1.859
11/02/2005;19.85;1.859
14/02/2005;20;1.928
15/02/2005;20;1.928
16/02/2005;19.9;1.928
17/02/2005;19.85;1.905
18/02/2005;20.1;1.905
21/02/2005;20;1.928
22/02/2005;19.95;1.928
23/02/2005;19.9;1.859
24/02/2005;20;1.859
25/02/2005;20.2;1.827
28/02/2005;19.85;1.859
01/03/2005;20;1.859
02/03/2005;19.8;1.799
03/03/2005;19.9;1.79
04/03/2005;19.75;1.763
07/03/2005;19.9;1.744
08/03/2005;19.95;1.79
09/03/2005;20.15;1.79
10/03/2005;20.15;1.763
11/03/2005;20.05;1.735
14/03/2005;19.95;1.744
15/03/2005;19.85;1.707
16/03/2005;19.9;1.744
17/03/2005;19.9;1.689
18/03/2005;19.85;1.643
21/03/2005;19.85;1.671
22/03/2005;19.7;1.625
23/03/2005;19.5;1.588
24/03/2005;19.9;1.551
25/03/2005;19.9;1.551
28/03/2005;19.9;1.551
29/03/2005;19.95;1.542
30/03/2005;20.05;1.579
31/03/2005;20.15;1.588
01/04/2005;20.2;1.597
04/04/2005;19.65;1.634
05/04/2005;19.65;1.634
06/04/2005;19.6;1.652
07/04/2005;19.7;1.625
08/04/2005;19.65;1.625
11/04/2005;19.6;1.597
12/04/2005;19.5;1.588
13/04/2005;19.2;1.597
14/04/2005;19.1;1.579
15/04/2005;19.1;1.533
18/04/2005;18.85;1.524
19/04/2005;18.95;1.487
20/04/2005;18.95;1.487
21/04/2005;18.8;1.487
22/04/2005;18.9;1.487
25/04/2005;19;1.469
26/04/2005;19.2;1.487
27/04/2005;19.15;1.515
28/04/2005;19.15;1.487
29/04/2005;19;1.478
02/05/2005;19;1.478
03/05/2005;19.2;1.469
04/05/2005;19.15;1.469
05/05/2005;19.3;1.505
06/05/2005;19.2;1.496
09/05/2005;19.3;1.505
10/05/2005;19.25;1.505
11/05/2005;19.05;1.478
12/05/2005;18.9;1.469
13/05/2005;18.95;1.46
16/05/2005;18.95;1.46
17/05/2005;19;1.423
18/05/2005;18.9;1.386
19/05/2005;19.05;1.405
20/05/2005;19.05;1.432
23/05/2005;18.9;1.395
24/05/2005;19.05;1.395
25/05/2005;18.85;1.395
26/05/2005;18.7;1.368
27/05/2005;18.95;1.359
30/05/2005;19;1.359
31/05/2005;19.1;1.34
01/06/2005;19.2;1.313
02/06/2005;19.15;1.248
03/06/2005;18.9;1.267
06/06/2005;18.95;1.304
07/06/2005;18.95;1.359
08/06/2005;19.1;1.423
09/06/2005;19.1;1.405
10/06/2005;19.15;1.432
13/06/2005;19.05;1.423
14/06/2005;19;1.441
15/06/2005;18.95;1.46
16/06/2005;19.15;1.423
17/06/2005;19.65;1.423
20/06/2005;19.6;1.414
21/06/2005;19.65;1.405
22/06/2005;19.9;1.45
23/06/2005;20;1.441
24/06/2005;20.1;1.402
27/06/2005;20.05;1.421
28/06/2005;20.25;1.393
29/06/2005;20.3;1.393
30/06/2005;20.1;1.383
01/07/2005;20.1;1.383
04/07/2005;20.4;1.393
05/07/2005;20.3;1.441
06/07/2005;20.6;1.498
07/07/2005;20.5;1.47
08/07/2005;20.35;1.441
11/07/2005;20.6;1.489
12/07/2005;20.7;1.508
13/07/2005;21.1;1.546
14/07/2005;21.95;1.566
15/07/2005;22.45;1.546
18/07/2005;22.5;1.546
19/07/2005;22.25;1.527
20/07/2005;22.4;1.585
21/07/2005;22.45;1.594
22/07/2005;23.2;1.71
25/07/2005;24.25;1.738
26/07/2005;23.95;1.729
27/07/2005;23.8;1.681
28/07/2005;23.85;1.69
29/07/2005;24.15;1.729
01/08/2005;24.45;1.738
02/08/2005;25.25;1.748
03/08/2005;25.2;1.748
04/08/2005;24.9;1.729
05/08/2005;24.4;1.767
08/08/2005;24.2;1.786
09/08/2005;24.1;1.748
10/08/2005;24.85;1.748
11/08/2005;25.1;1.767
12/08/2005;25;1.758
15/08/2005;24.5;1.786
16/08/2005;24.95;1.767
17/08/2005;24.55;1.786
18/08/2005;24.05;1.796
19/08/2005;23.75;1.786
22/08/2005;24.1;1.777
23/08/2005;23.7;1.767
24/08/2005;23.55;1.748
25/08/2005;23.8;1.758
26/08/2005;23.7;1.777
29/08/2005;23.7;1.786
30/08/2005;23.95;1.825
31/08/2005;23.9;1.835
01/09/2005;24.55;1.892
02/09/2005;24.5;1.873
05/09/2005;24.05;1.892
06/09/2005;23.95;1.873
07/09/2005;23.85;1.854
08/09/2005;23.95;1.825
09/09/2005;24;1.835
12/09/2005;24.1;1.844
13/09/2005;24.1;1.835
14/09/2005;24.4;1.892
15/09/2005;24.4;1.969
16/09/2005;24.35;1.993
19/09/2005;24.35;1.993
20/09/2005;24.65;1.921
21/09/2005;24.95;1.945
22/09/2005;24.95;2.017
23/09/2005;24.95;2.041
26/09/2005;25.4;1.993
27/09/2005;26.1;1.969
28/09/2005;27.1;2.089
29/09/2005;27.05;2.113
30/09/2005;26.55;2.233
03/10/2005;27.15;2.281
04/10/2005;27.45;2.401
05/10/2005;27.05;2.473
06/10/2005;26.4;2.377
07/10/2005;26.45;2.425
10/10/2005;26.15;2.305
11/10/2005;26.15;2.305
12/10/2005;25.95;2.209
13/10/2005;26.05;2.185
14/10/2005;26.1;2.185
17/10/2005;26.1;2.305
18/10/2005;26.4;2.377
19/10/2005;25.95;2.329
20/10/2005;25.55;2.233
21/10/2005;25.75;2.209
24/10/2005;25.4;2.281
25/10/2005;25.05;2.209
26/10/2005;25.45;2.305
27/10/2005;25.35;2.305
28/10/2005;25.35;2.233
31/10/2005;25.9;2.281
01/11/2005;26.4;2.401
02/11/2005;26.65;2.425
03/11/2005;26.6;2.497
04/11/2005;26.8;2.497
07/11/2005;26.75;2.377
08/11/2005;26.5;2.425
09/11/2005;26;2.521
10/11/2005;26.05;2.593
11/11/2005;26.75;2.641
14/11/2005;26.75;2.737
15/11/2005;26.7;2.665
16/11/2005;26.5;2.617
17/11/2005;26.65;2.785
18/11/2005;27.1;2.881
21/11/2005;27.4;2.857
22/11/2005;27.9;2.785
23/11/2005;29;2.857
24/11/2005;28.95;2.953
25/11/2005;28.8;2.953
28/11/2005;29.2;2.977
29/11/2005;28.8;2.953
30/11/2005;28.2;2.977
01/12/2005;27.95;2.905
02/12/2005;28.1;2.881
05/12/2005;28;3.074
06/12/2005;27.85;3.098
07/12/2005;28;3.194
08/12/2005;28.2;3.242
09/12/2005;28.4;3.218
12/12/2005;28.95;3.242
13/12/2005;29.4;3.314
14/12/2005;30.4;3.242
15/12/2005;29.95;3.122
16/12/2005;30;3.074
19/12/2005;31.2;3.17
20/12/2005;31;3.122
21/12/2005;31.1;3.074
22/12/2005;30.95;3.025
23/12/2005;30.9;3.049
26/12/2005;30.9;3.049
27/12/2005;30.9;3.049
28/12/2005;30.95;3.146
29/12/2005;31.35;3.194
30/12/2005;32.15;3.194
02/01/2006;32.15;3.194
03/01/2006;33.95;3.386
04/01/2006;35.45;3.53
05/01/2006;34.75;3.746
06/01/2006;34.95;3.65
09/01/2006;36.4;3.746
10/01/2006;36.9;3.746
11/01/2006;35.95;3.818
12/01/2006;34.95;3.65
13/01/2006;35.2;3.698
16/01/2006;34.75;3.818
17/01/2006;34.45;3.77
18/01/2006;34.1;3.794
19/01/2006;34.95;3.818
20/01/2006;35.05;3.818
23/01/2006;35;3.722
24/01/2006;36.05;3.818
25/01/2006;36.7;3.818
26/01/2006;37;3.818
27/01/2006;37.85;3.866
30/01/2006;37.85;3.866
31/01/2006;37.85;3.866
01/02/2006;37.7;4.226
02/02/2006;37.8;4.01
03/02/2006;37;3.866
06/02/2006;37.3;3.962
07/02/2006;38.85;4.106
08/02/2006;38.6;3.914
09/02/2006;37.9;3.674
10/02/2006;37.7;3.794
13/02/2006;38.7;3.746
14/02/2006;39.7;3.602
15/02/2006;39.8;3.746
16/02/2006;39.25;3.674
17/02/2006;38.55;3.602
20/02/2006;38.95;3.77
21/02/2006;38.65;3.938
22/02/2006;38.75;4.034
23/02/2006;39.05;3.914
24/02/2006;38.75;4.202
27/02/2006;39.65;4.13
28/02/2006;39.85;4.082
01/03/2006;40.4;4.202
02/03/2006;41.1;4.178
03/03/2006;40.8;4.154
06/03/2006;40.4;4.106
07/03/2006;40.35;4.01
08/03/2006;38.7;4.01
09/03/2006;37.85;4.01
10/03/2006;37.85;3.986
13/03/2006;39.1;4.13
14/03/2006;40;4.13
15/03/2006;40.65;4.298
16/03/2006;40.1;4.394
17/03/2006;40.05;4.442
20/03/2006;40.4;4.538
21/03/2006;41.4;4.37
22/03/2006;41.7;4.322
23/03/2006;43.4;4.466
24/03/2006;45.4;4.562
27/03/2006;46.8;4.802
28/03/2006;46.2;4.778
29/03/2006;46.3;4.706
30/03/2006;47.25;4.946
31/03/2006;46.8;5.09
03/04/2006;47.6;4.994
04/04/2006;48.55;4.946
05/04/2006;48.55;4.946
06/04/2006;53.85;4.994
07/04/2006;53.5;4.946
10/04/2006;55.85;5.042
11/04/2006;58.05;5.235
12/04/2006;55.75;4.85
13/04/2006;56.25;5.187
14/04/2006;56.25;5.187
17/04/2006;56.25;5.187
18/04/2006;57.7;5.187
19/04/2006;58.8;5.331
20/04/2006;59.6;5.619
21/04/2006;58.9;5.667
24/04/2006;58.3;5.139
25/04/2006;56.05;4.706
26/04/2006;55.85;4.898
27/04/2006;56.55;4.994
28/04/2006;55.75;4.754
01/05/2006;55.75;4.754
02/05/2006;56.95;4.802
03/05/2006;57.45;5.042
04/05/2006;57.9;5.331
05/05/2006;57.9;5.331
08/05/2006;59.25;5.571
09/05/2006;58.55;5.427
10/05/2006;58.9;5.187
11/05/2006;63.4;5.042
12/05/2006;64.6;4.778
15/05/2006;60.95;4.586
16/05/2006;58.3;4.418
17/05/2006;59.4;4.586
18/05/2006;57.9;4.298
19/05/2006;56.65;4.13
22/05/2006;53;3.746
23/05/2006;51.3;4.106
24/05/2006;51.05;4.274
25/05/2006;50.1;4.226
26/05/2006;52.25;4.394
29/05/2006;51.7;4.202
30/05/2006;52.35;4.394
31/05/2006;52.35;4.394
01/06/2006;51.65;4.322
02/06/2006;52.95;4.586
05/06/2006;55.55;4.778
06/06/2006;55.9;4.706
07/06/2006;54.75;4.466
08/06/2006;51.3;4.322
09/06/2006;51.25;4.514
12/06/2006;50.8;4.322
13/06/2006;48;4.106
14/06/2006;45.5;3.938
15/06/2006;47;3.962
16/06/2006;49.05;4.13
19/06/2006;47.9;4.058
20/06/2006;47;3.794
21/06/2006;47.15;3.746
22/06/2006;47.8;3.914
23/06/2006;46.45;3.842
26/06/2006;45.95;3.962
27/06/2006;45.8;4.202
28/06/2006;45.4;4.106
29/06/2006;47.5;4.25
30/06/2006;49.95;4.538
03/07/2006;50.6;4.562
04/07/2006;50;4.538
05/07/2006;49.3;4.322
06/07/2006;50.1;4.346
07/07/2006;50.05;4.322
10/07/2006;50.2;4.442
11/07/2006;50.45;4.586
12/07/2006;50.4;4.73
13/07/2006;49.7;4.514
14/07/2006;48.9;4.346
17/07/2006;48.25;4.418
18/07/2006;48.3;4.466
19/07/2006;48.05;4.346
20/07/2006;49.3;4.49
21/07/2006;49;4.562
24/07/2006;48.4;4.389
25/07/2006;48.65;4.457
26/07/2006;49.4;4.553
27/07/2006;50.75;4.754
28/07/2006;50.55;4.485
31/07/2006;50.5;4.37
01/08/2006;50.2;4.332
02/08/2006;50.65;4.361
03/08/2006;51.15;4.581
04/08/2006;50.65;4.639
07/08/2006;50.45;4.562
08/08/2006;50.75;4.62
09/08/2006;50.75;4.754
10/08/2006;50.65;4.745
11/08/2006;51.9;4.86
14/08/2006;52.3;4.783
15/08/2006;52.4;4.802
16/08/2006;54.1;5.023
17/08/2006;54.15;5.158
18/08/2006;54.35;5.033
21/08/2006;53.55;4.783
22/08/2006;53.75;5.09
23/08/2006;53.7;5.081
24/08/2006;53.4;4.927
25/08/2006;53.2;4.956
28/08/2006;52.6;4.889
29/08/2006;52.65;5.062
30/08/2006;52.55;5.187
31/08/2006;52.8;5.139
01/09/2006;53.6;5.129
04/09/2006;54.3;5.225
05/09/2006;54.7;5.215
06/09/2006;54;5.283
07/09/2006;53.85;5.398
08/09/2006;54.95;5.676
11/09/2006;54.75;5.782
12/09/2006;54.7;5.638
13/09/2006;55.2;5.676
14/09/2006;54.95;5.628
15/09/2006;55.1;5.58
18/09/2006;55.6;5.744
19/09/2006;56.2;5.734
20/09/2006;57.05;5.84
21/09/2006;58.95;6.022
22/09/2006;57.85;5.974
25/09/2006;57.55;5.715
26/09/2006;56.25;5.427
27/09/2006;57.15;5.676
28/09/2006;57.05;5.744
29/09/2006;56.85;5.772
02/10/2006;56.85;5.772
03/10/2006;56.6;5.772
04/10/2006;56.6;5.724
05/10/2006;57.8;5.859
06/10/2006;58;5.888
09/10/2006;57.25;5.792
10/10/2006;57.4;5.888
11/10/2006;57.35;5.801
12/10/2006;57.5;5.772
13/10/2006;57.6;5.907
16/10/2006;58.1;5.907
17/10/2006;58.4;5.878
18/10/2006;58.85;6.032
19/10/2006;59.35;6.406
20/10/2006;60.45;6.55
23/10/2006;62.2;6.416
24/10/2006;62.55;6.214
25/10/2006;62.65;6.531
26/10/2006;64.75;6.598
27/10/2006;62.45;6.598
30/10/2006;62.45;6.598
31/10/2006;61.6;6.81
01/11/2006;62.1;6.906
02/11/2006;62.5;6.829
03/11/2006;61.8;6.906
06/11/2006;62.35;6.81
07/11/2006;62.4;6.992
08/11/2006;62.3;6.848
09/11/2006;63.95;6.983
10/11/2006;64.2;6.858
13/11/2006;65.4;6.983
14/11/2006;65.75;7.127
15/11/2006;67.95;7.396
16/11/2006;68.5;7.501
17/11/2006;67.45;7.53
20/11/2006;68.3;7.3
21/11/2006;68.3;7.328
22/11/2006;70.4;7.617
23/11/2006;69.95;7.741
24/11/2006;70.45;7.943
27/11/2006;69.85;8.087
28/11/2006;66.65;7.78
29/11/2006;67.2;7.741
30/11/2006;68.6;8.174
01/12/2006;67.5;8.25
04/12/2006;67.9;8.154
05/12/2006;69.45;8.539
06/12/2006;70.4;8.635
07/12/2006;69.4;8.654
08/12/2006;70.05;8.481
11/12/2006;70.6;8.337
12/12/2006;70.45;8.548
13/12/2006;70;8.308
14/12/2006;71.05;8.327
15/12/2006;71.75;8.644
18/12/2006;73.2;8.702
19/12/2006;74.2;8.635
20/12/2006;77.85;8.779
21/12/2006;78.45;8.702
22/12/2006;78.55;8.692
25/12/2006;78.55;8.692
26/12/2006;78.55;8.692
27/12/2006;81.6;9.317
28/12/2006;84.5;9.393
29/12/2006;85.5;10.027
01/01/2007;85.5;10.027
02/01/2007;88;9.989
03/01/2007;86.6;9.778
04/01/2007;83.15;9.105
05/01/2007;82.7;8.673
08/01/2007;84.25;8.423
09/01/2007;85.9;8.635
10/01/2007;82.95;8.606
11/01/2007;81.15;8.663
12/01/2007;82.95;8.836
15/01/2007;86.3;9.451
16/01/2007;86.5;9.345
17/01/2007;87.5;8.808
18/01/2007;89.75;8.5
19/01/2007;88.8;8.788
22/01/2007;92.1;9.144
23/01/2007;92.35;9.028
24/01/2007;91.2;8.971
25/01/2007;88.9;8.683
26/01/2007;86.1;8.222
29/01/2007;86.8;8.222
30/01/2007;86.7;8.606
31/01/2007;84.7;8.289
01/02/2007;85.35;8.183
02/02/2007;86.9;8.058
05/02/2007;85.75;7.636
06/02/2007;87.3;7.665
07/02/2007;88.35;8.212
08/02/2007;89.5;8.366
09/02/2007;89.95;8.116
12/02/2007;89.3;8.183
13/02/2007;86.65;7.953
14/02/2007;87.4;8.078
15/02/2007;87.5;8.404
16/02/2007;87.9;8.558
19/02/2007;87.9;8.558
20/02/2007;87.9;8.558
21/02/2007;87;8.558
22/02/2007;86.45;8.452
23/02/2007;87.5;8.231
26/02/2007;87.15;8.068
27/02/2007;85.6;8.039
28/02/2007;80.45;7.569
01/03/2007;77.55;7.693
02/03/2007;76.1;7.511
05/03/2007;69.6;7.011
06/03/2007;72.4;7.232
07/03/2007;74.1;7.261
08/03/2007;76.8;8.174
09/03/2007;78.05;8.164
12/03/2007;77.7;8.222
13/03/2007;76.85;8.116
14/03/2007;73.1;7.895
15/03/2007;73.75;7.924
16/03/2007;73.75;8.135
19/03/2007;75.55;8.452
20/03/2007;74.55;8.462
21/03/2007;76.3;8.587
22/03/2007;78.6;8.98
23/03/2007;78;9.336
26/03/2007;78.85;9.461
27/03/2007;77.8;9.163
28/03/2007;76.45;9.249
29/03/2007;76.45;9.288
30/03/2007;76.15;9.432
02/04/2007;75.95;9.518
03/04/2007;77.15;9.297
04/04/2007;78.75;9.854
05/04/2007;78.75;9.854
06/04/2007;78.75;9.854
09/04/2007;78.75;9.854
10/04/2007;79.45;9.931
11/04/2007;80.6;10.488
12/04/2007;79.7;10.296
13/04/2007;80.55;10.2
16/04/2007;81.45;10.2
17/04/2007;81.6;10.354
18/04/2007;81.7;9.97
19/04/2007;78;9.499
20/04/2007;79.05;9.595
23/04/2007;78.9;9.682
24/04/2007;78.1;9.595
25/04/2007;77.35;9.47
26/04/2007;77.3;9.816
27/04/2007;76.3;9.47
30/04/2007;75.35;9.192
01/05/2007;75.35;9.192
02/05/2007;74.75;9.144
03/05/2007;76.05;9.662
04/05/2007;76.95;9.989
07/05/2007;79.05;10.162
08/05/2007;78.85;9.835
09/05/2007;79.6;10.047
10/05/2007;80.55;10.085
11/05/2007;80.1;9.854
14/05/2007;88.75;10.143
15/05/2007;88.9;10.027
16/05/2007;89.9;9.912
17/05/2007;88.95;10.027
18/05/2007;87.85;10.047
21/05/2007;88.4;10.258
22/05/2007;87.2;10.181
23/05/2007;87.2;10.296
24/05/2007;87.2;10.296
25/05/2007;85.95;10.085
28/05/2007;85.6;9.893
29/05/2007;85.6;10.047
30/05/2007;84.95;9.816
31/05/2007;87.15;10.296
01/06/2007;88.4;10.642
04/06/2007;88.4;10.738
05/06/2007;89.25;10.45
06/06/2007;89.8;10.661
07/06/2007;89.95;10.661
08/06/2007;88.8;10.527
11/06/2007;89.55;10.488
12/06/2007;90.3;10.431
13/06/2007;90.6;10.527
14/06/2007;93.3;10.988
15/06/2007;94.9;11.045
18/06/2007;99;11.852
19/06/2007;99;11.852
20/06/2007;102.8;11.641
21/06/2007;110.2;11.929
22/06/2007;108.9;11.852
25/06/2007;107.4;11.699
26/06/2007;106.5;11.622
27/06/2007;106.6;11.526
28/06/2007;108.9;11.622
29/06/2007;110.5;11.718
02/07/2007;110.5;11.718
03/07/2007;118.7;11.948
04/07/2007;125.5;12.217
05/07/2007;127.6;12.217
06/07/2007;126.8;12.236
09/07/2007;135.9;12.544
10/07/2007;133.6;12.966
11/07/2007;131.1;12.659
12/07/2007;132.5;12.659
13/07/2007;133.4;13.062
16/07/2007;130.4;13.37
17/07/2007;129.4;13.427
18/07/2007;127;13.447
19/07/2007;128.9;13.965
20/07/2007;129.9;15.233
23/07/2007;129.7;16.328
24/07/2007;130.3;16.52
25/07/2007;130;15.829
26/07/2007;131.8;15.694
27/07/2007;128.5;14.983
30/07/2007;128.6;15.617
31/07/2007;130.1;16.174
01/08/2007;126.7;15.348
02/08/2007;125.6;15.502
03/08/2007;125.3;15.483
06/08/2007;119.7;15.099
07/08/2007;120;14.887
08/08/2007;125.4;16.309
09/08/2007;126.4;16.482
10/08/2007;122.5;15.675
13/08/2007;123.6;15.79
14/08/2007;125.4;15.233
15/08/2007;120;14.1
16/08/2007;110.1;12.89
17/08/2007;106.3;12.371
20/08/2007;116.1;13.677
21/08/2007;123.3;14.445
22/08/2007;128.4;14.983
23/08/2007;132.9;15.675
24/08/2007;132.4;15.368
27/08/2007;136.1;16.405
28/08/2007;136.5;16.174
29/08/2007;133.3;15.56
30/08/2007;137.3;15.271
31/08/2007;143.5;15.656
03/09/2007;146.4;15.905
04/09/2007;146.6;16.04
05/09/2007;145;16.213
06/09/2007;148;16.04
07/09/2007;158;16.059
10/09/2007;190.1;15.982
11/09/2007;184.9;16.001
12/09/2007;184.7;15.925
13/09/2007;185;15.905
14/09/2007;187.1;16.328
17/09/2007;187.7;16.52
18/09/2007;188.2;16.309
19/09/2007;193;17
20/09/2007;195.7;17.192
21/09/2007;219.2;17.288
24/09/2007;238.4;17.634
25/09/2007;232.6;17.961
26/09/2007;232.6;17.961
27/09/2007;236;17.423
28/09/2007;237.6;17.039
01/10/2007;237.6;17.039
02/10/2007;246.6;17.673
03/10/2007;234.8;17.442
04/10/2007;228.4;16.789
05/10/2007;244.2;17.269
08/10/2007;247.6;17.077
09/10/2007;249.2;16.847
10/10/2007;249.8;17
11/10/2007;251.6;17.212
12/10/2007;250;17.039
15/10/2007;249.2;16.597
16/10/2007;248;16.52
17/10/2007;250.4;15.905
18/10/2007;252.6;15.925
19/10/2007;252.6;15.925
22/10/2007;252.8;15.579
23/10/2007;253.8;15.675
24/10/2007;254;16.04
25/10/2007;254.2;15.79
26/10/2007;253.8;16.309
29/10/2007;256;17.135
30/10/2007;256;17.385
31/10/2007;256.2;17.577
01/11/2007;261;18.768
02/11/2007;265.6;17.961
05/11/2007;249;17.308
06/11/2007;253.6;17.288
07/11/2007;254.2;18.422
08/11/2007;245.4;18.652
09/11/2007;241.6;18.153
12/11/2007;225.4;17.212
13/11/2007;226.6;16.731
14/11/2007;239;17.25
15/11/2007;247.2;17.192
16/11/2007;235;16.52
19/11/2007;229.6;16.328
20/11/2007;228.2;16.328
21/11/2007;220.6;15.656
22/11/2007;211;14.83
23/11/2007;214;14.964
26/11/2007;223;15.291
27/11/2007;223;15.31
28/11/2007;224;15.329
29/11/2007;233.8;16.386
30/11/2007;236.4;16.866
03/12/2007;237.6;17.769
04/12/2007;237.2;17.346
05/12/2007;240.2;17.557
06/12/2007;241.4;18.038
07/12/2007;236.4;17.461
10/12/2007;234;16.616
11/12/2007;236.6;16.462
12/12/2007;231.4;15.656
13/12/2007;226;14.983
14/12/2007;225.4;14.349
17/12/2007;218.4;13.639
18/12/2007;218.6;13.716
19/12/2007;218;14.1
20/12/2007;217;14.138
21/12/2007;220.8;14.907
24/12/2007;221.6;15.348
25/12/2007;221.6;15.348
26/12/2007;221.6;15.348
27/12/2007;220.8;15.368
28/12/2007;220;15.252
31/12/2007;221.2;15.483
01/01/2008;221.2;15.483
02/01/2008;218.4;15.041
03/01/2008;213.6;14.522
04/01/2008;216.6;14.638
07/01/2008;211.4;14.215
08/01/2008;210;14.196
09/01/2008;214.4;14.445
10/01/2008;209.6;14.945
11/01/2008;204.2;14.945
14/01/2008;191.8;14.676
15/01/2008;184.9;14.119
16/01/2008;172;13.062
17/01/2008;179.5;13.523
18/01/2008;184.3;13.37
21/01/2008;173.4;12.448
22/01/2008;156.3;11.334
23/01/2008;169.1;12.39
24/01/2008;176.4;12.505
25/01/2008;188.1;13.831
28/01/2008;179.5;12.678
29/01/2008;177.9;12.717
30/01/2008;166.5;12.121
31/01/2008;160.8;12.64
01/02/2008;170.7;14.215
04/02/2008;180;15.56
05/02/2008;171.5;15.483
06/02/2008;165.9;14.561
07/02/2008;165.9;14.561
08/02/2008;165.9;14.561
11/02/2008;158.9;14.023
12/02/2008;160.3;14.215
13/02/2008;158.5;14.638
14/02/2008;165.5;14.964
15/02/2008;164.7;15.348
18/02/2008;160.9;15.195
19/02/2008;161.8;15.502
20/02/2008;157.5;14.734
21/02/2008;153.2;14.349
22/02/2008;146.9;14.023
25/02/2008;140.9;14.1
26/02/2008;142.7;14.023
27/02/2008;152.5;14.561
28/02/2008;153.8;14.657
29/02/2008;151.4;14.868
03/03/2008;145.7;14.253
04/03/2008;141.6;13.639
05/03/2008;141;13.274
06/03/2008;143.1;13.639
07/03/2008;136.7;12.736
10/03/2008;138.1;12.505
11/03/2008;141.2;13.005
12/03/2008;143.5;12.947
13/03/2008;135.4;11.795
14/03/2008;133.5;11.18
17/03/2008;125.6;10.181
